WithIO,Schedulers,Blocks,ThreadX,ThreadY,ThreadZ,BlockSeg,Width,AbsorbSize,TotalTime,TimeStep,OutputTime
1,dmdar,3,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,3,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,3,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,3,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dm,3,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dm,3,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dm,3,32,2,2,12,744,8,0.002,0.0001,0.0005
1,lws,3,16,4,4,16,744,8,0.002,0.0001,0.0005
1,lws,3,16,4,2,16,744,8,0.002,0.0001,0.0005
1,lws,3,32,2,2,16,744,8,0.002,0.0001,0.0005
1,lws,3,16,4,4,6,744,8,0.002,0.0001,0.0005
1,lws,3,16,8,2,6,744,8,0.002,0.0001,0.0005
1,lws,3,16,8,4,6,744,8,0.002,0.0001,0.0005
0,lws,3,16,8,4,4,744,8,0.002,0.0001,0.0005
0,lws,3,16,16,2,4,744,8,0.002,0.0001,0.0005
0,lws,3,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dmda,3,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dmda,3,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dmda,3,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,3,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,3,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dmdar,3,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dm,4,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dm,4,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dm,4,16,16,2,8,744,8,0.002,0.0001,0.0005
1,dmda,4,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dmda,4,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dmda,4,16,4,4,4,744,8,0.002,0.0001,0.0005
1,lws,4,64,2,2,24,744,8,0.002,0.0001,0.0005
1,lws,4,32,2,2,24,744,8,0.002,0.0001,0.0005
1,lws,4,32,4,2,24,744,8,0.002,0.0001,0.0005
0,lws,4,64,2,2,24,744,8,0.002,0.0001,0.0005
0,lws,4,32,2,2,24,744,8,0.002,0.0001,0.0005
0,lws,4,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dmdar,4,32,2,2,16,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dmdar,4,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dm,4,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dm,4,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dm,4,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmda,4,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dmda,4,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dmda,4,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmda,4,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dmda,4,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dmda,4,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dm,4,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dm,4,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dm,4,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,16,2,8,744,8,0.002,0.0001,0.0005
0,lws,4,16,8,4,4,744,8,0.002,0.0001,0.0005
0,lws,4,16,16,2,4,744,8,0.002,0.0001,0.0005
0,lws,4,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dmda,4,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dmda,4,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dmda,4,16,16,2,8,744,8,0.002,0.0001,0.0005
0,lws,4,16,4,4,16,744,8,0.002,0.0001,0.0005
0,lws,4,16,4,2,16,744,8,0.002,0.0001,0.0005
0,lws,4,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmda,4,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dmda,4,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dmda,4,16,16,2,8,744,8,0.002,0.0001,0.0005
1,dm,4,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dm,4,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dm,4,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,4,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,4,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,4,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dmdar,4,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dmda,4,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dmda,4,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dmda,4,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dm,4,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dm,4,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dm,4,32,2,2,16,744,8,0.002,0.0001,0.0005
1,lws,4,16,4,4,8,744,8,0.002,0.0001,0.0005
1,lws,4,16,8,2,8,744,8,0.002,0.0001,0.0005
1,lws,4,16,16,2,8,744,8,0.002,0.0001,0.0005
0,lws,4,16,4,4,6,744,8,0.002,0.0001,0.0005
0,lws,4,16,8,2,6,744,8,0.002,0.0001,0.0005
0,lws,4,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dm,4,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dm,4,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dm,4,32,2,2,12,744,8,0.002,0.0001,0.0005
1,lws,4,16,4,4,6,744,8,0.002,0.0001,0.0005
1,lws,4,16,8,2,6,744,8,0.002,0.0001,0.0005
1,lws,4,16,8,4,6,744,8,0.002,0.0001,0.0005
0,dm,4,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dm,4,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dm,4,32,2,2,16,744,8,0.002,0.0001,0.0005
0,dmda,4,16,4,4,6,744,8,0.002,0.0001,0.0005
0,dmda,4,16,8,2,6,744,8,0.002,0.0001,0.0005
0,dmda,4,16,8,4,6,744,8,0.002,0.0001,0.0005
0,lws,4,16,4,2,12,744,8,0.002,0.0001,0.0005
0,lws,4,16,4,4,12,744,8,0.002,0.0001,0.0005
0,lws,4,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dmda,4,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dmda,4,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dmda,4,32,2,2,12,744,8,0.002,0.0001,0.0005
0,lws,4,16,4,4,8,744,8,0.002,0.0001,0.0005
0,lws,4,16,8,2,8,744,8,0.002,0.0001,0.0005
0,lws,4,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dm,4,16,4,4,6,744,8,0.002,0.0001,0.0005
0,dm,4,16,8,2,6,744,8,0.002,0.0001,0.0005
0,dm,4,16,8,4,6,744,8,0.002,0.0001,0.0005
0,dm,4,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dm,4,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dm,4,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dmda,4,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dmda,4,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dmda,4,32,2,2,16,744,8,0.002,0.0001,0.0005
1,lws,4,16,8,4,4,744,8,0.002,0.0001,0.0005
1,lws,4,16,16,2,4,744,8,0.002,0.0001,0.0005
1,lws,4,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dmda,4,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dmda,4,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dmda,4,32,2,2,12,744,8,0.002,0.0001,0.0005
1,lws,4,16,4,2,12,744,8,0.002,0.0001,0.0005
1,lws,4,16,4,4,12,744,8,0.002,0.0001,0.0005
1,lws,4,32,2,2,12,744,8,0.002,0.0001,0.0005
1,lws,4,16,4,4,16,744,8,0.002,0.0001,0.0005
1,lws,4,16,4,2,16,744,8,0.002,0.0001,0.0005
1,lws,4,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmdar,4,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,4,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,4,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,4,4,6,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,8,2,6,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dm,4,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dm,4,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dm,4,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dmda,4,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dmda,4,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dmda,4,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dmda,4,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dmda,4,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dmda,4,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dm,4,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dm,4,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dm,4,16,8,4,6,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dmdar,4,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dmdar,4,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dmdar,4,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dm,4,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dm,4,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dm,4,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dmda,5,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dmda,5,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dmda,5,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dmda,5,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dmda,5,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dmda,5,16,16,2,8,744,8,0.002,0.0001,0.0005
1,lws,5,16,4,4,8,744,8,0.002,0.0001,0.0005
1,lws,5,16,8,2,8,744,8,0.002,0.0001,0.0005
1,lws,5,16,16,2,8,744,8,0.002,0.0001,0.0005
1,dmda,5,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dmda,5,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dmda,5,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dmdar,5,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dmda,5,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dmda,5,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dmda,5,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dm,5,16,4,4,6,744,8,0.002,0.0001,0.0005
0,dm,5,16,8,2,6,744,8,0.002,0.0001,0.0005
0,dm,5,16,8,4,6,744,8,0.002,0.0001,0.0005
0,lws,5,64,2,2,24,744,8,0.002,0.0001,0.0005
0,lws,5,32,2,2,24,744,8,0.002,0.0001,0.0005
0,lws,5,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dm,5,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dm,5,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dm,5,16,16,2,8,744,8,0.002,0.0001,0.0005
1,dm,5,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dm,5,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dm,5,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dm,5,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dm,5,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dm,5,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dm,5,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dm,5,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dm,5,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmda,5,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dmda,5,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dmda,5,32,2,2,12,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dmdar,5,32,2,2,12,744,8,0.002,0.0001,0.0005
1,lws,5,64,2,2,24,744,8,0.002,0.0001,0.0005
1,lws,5,32,2,2,24,744,8,0.002,0.0001,0.0005
1,lws,5,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,4,4,6,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,8,2,6,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,8,4,6,744,8,0.002,0.0001,0.0005
0,dmda,5,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dmda,5,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dmda,5,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dm,5,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dm,5,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dm,5,32,4,2,24,744,8,0.002,0.0001,0.0005
1,lws,5,16,4,4,16,744,8,0.002,0.0001,0.0005
1,lws,5,16,4,2,16,744,8,0.002,0.0001,0.0005
1,lws,5,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmda,5,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dmda,5,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dmda,5,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmda,5,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dmda,5,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dmda,5,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,16,2,8,744,8,0.002,0.0001,0.0005
0,lws,5,16,4,2,12,744,8,0.002,0.0001,0.0005
0,lws,5,16,4,4,12,744,8,0.002,0.0001,0.0005
0,lws,5,32,2,2,12,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,4,4,4,744,8,0.002,0.0001,0.0005
0,lws,5,16,4,4,8,744,8,0.002,0.0001,0.0005
0,lws,5,16,8,2,8,744,8,0.002,0.0001,0.0005
0,lws,5,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dmdar,5,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmda,5,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dmda,5,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dmda,5,16,8,4,6,744,8,0.002,0.0001,0.0005
0,dm,5,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dm,5,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dm,5,32,2,2,12,744,8,0.002,0.0001,0.0005
1,lws,5,16,4,4,6,744,8,0.002,0.0001,0.0005
1,lws,5,16,8,2,6,744,8,0.002,0.0001,0.0005
1,lws,5,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dmda,5,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dmda,5,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dmda,5,32,2,2,16,744,8,0.002,0.0001,0.0005
0,lws,5,16,4,4,6,744,8,0.002,0.0001,0.0005
0,lws,5,16,8,2,6,744,8,0.002,0.0001,0.0005
0,lws,5,16,8,4,6,744,8,0.002,0.0001,0.0005
0,lws,5,16,8,4,4,744,8,0.002,0.0001,0.0005
0,lws,5,16,16,2,4,744,8,0.002,0.0001,0.0005
0,lws,5,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,5,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,5,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,5,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dm,5,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dm,5,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dm,5,32,2,2,16,744,8,0.002,0.0001,0.0005
1,lws,5,16,4,2,12,744,8,0.002,0.0001,0.0005
1,lws,5,16,4,4,12,744,8,0.002,0.0001,0.0005
1,lws,5,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dm,5,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dm,5,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dm,5,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dm,5,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dm,5,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dm,5,32,2,2,12,744,8,0.002,0.0001,0.0005
0,lws,5,16,4,4,16,744,8,0.002,0.0001,0.0005
0,lws,5,16,4,2,16,744,8,0.002,0.0001,0.0005
0,lws,5,32,2,2,16,744,8,0.002,0.0001,0.0005
0,dm,5,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dm,5,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dm,5,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dmda,5,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dmda,5,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dmda,5,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dmdar,5,32,2,2,16,744,8,0.002,0.0001,0.0005
0,dm,5,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dm,5,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dm,5,16,4,4,4,744,8,0.002,0.0001,0.0005
1,lws,5,16,8,4,4,744,8,0.002,0.0001,0.0005
1,lws,5,16,16,2,4,744,8,0.002,0.0001,0.0005
1,lws,5,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dmdar,5,16,8,4,6,744,8,0.002,0.0001,0.0005
0,dmda,5,16,4,4,6,744,8,0.002,0.0001,0.0005
0,dmda,5,16,8,2,6,744,8,0.002,0.0001,0.0005
0,dmda,5,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dmdar,5,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,5,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,5,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dmdar,5,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dmda,6,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dmda,6,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dmda,6,32,2,2,16,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dmdar,6,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dm,6,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dm,6,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dm,6,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dmda,6,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dmda,6,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dmda,6,32,2,2,12,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dmdar,6,32,2,2,12,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dmdar,6,32,2,2,16,744,8,0.002,0.0001,0.0005
0,lws,6,64,2,2,24,744,8,0.002,0.0001,0.0005
0,lws,6,32,2,2,24,744,8,0.002,0.0001,0.0005
0,lws,6,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dm,6,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dm,6,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dm,6,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dmda,6,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dmda,6,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dmda,6,16,16,2,8,744,8,0.002,0.0001,0.0005
1,lws,6,16,8,4,4,744,8,0.002,0.0001,0.0005
1,lws,6,16,16,2,4,744,8,0.002,0.0001,0.0005
1,lws,6,16,4,4,4,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dmdar,6,16,16,2,8,744,8,0.002,0.0001,0.0005
1,dm,6,16,4,4,16,744,8,0.002,0.0001,0.0005
1,dm,6,16,4,2,16,744,8,0.002,0.0001,0.0005
1,dm,6,32,2,2,16,744,8,0.002,0.0001,0.0005
1,lws,6,16,4,4,6,744,8,0.002,0.0001,0.0005
1,lws,6,16,8,2,6,744,8,0.002,0.0001,0.0005
1,lws,6,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dmda,6,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dmda,6,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dmda,6,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dm,6,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dm,6,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dm,6,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,4,2,12,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,4,4,12,744,8,0.002,0.0001,0.0005
0,dmdar,6,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,16,2,8,744,8,0.002,0.0001,0.0005
1,lws,6,16,4,4,16,744,8,0.002,0.0001,0.0005
1,lws,6,16,4,2,16,744,8,0.002,0.0001,0.0005
1,lws,6,32,2,2,16,744,8,0.002,0.0001,0.0005
0,dm,6,16,4,4,6,744,8,0.002,0.0001,0.0005
0,dm,6,16,8,2,6,744,8,0.002,0.0001,0.0005
0,dm,6,16,8,4,6,744,8,0.002,0.0001,0.0005
1,dmda,6,16,4,2,12,744,8,0.002,0.0001,0.0005
1,dmda,6,16,4,4,12,744,8,0.002,0.0001,0.0005
1,dmda,6,32,2,2,12,744,8,0.002,0.0001,0.0005
1,dm,6,16,4,4,6,744,8,0.002,0.0001,0.0005
1,dm,6,16,8,2,6,744,8,0.002,0.0001,0.0005
1,dm,6,16,8,4,6,744,8,0.002,0.0001,0.0005
0,dmda,6,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dmda,6,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dmda,6,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dm,6,16,8,4,4,744,8,0.002,0.0001,0.0005
1,dm,6,16,16,2,4,744,8,0.002,0.0001,0.0005
1,dm,6,16,4,4,4,744,8,0.002,0.0001,0.0005
0,lws,6,16,4,2,12,744,8,0.002,0.0001,0.0005
0,lws,6,16,4,4,12,744,8,0.002,0.0001,0.0005
0,lws,6,32,2,2,12,744,8,0.002,0.0001,0.0005
0,dmdar,6,64,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,6,32,2,2,24,744,8,0.002,0.0001,0.0005
0,dmdar,6,32,4,2,24,744,8,0.002,0.0001,0.0005
0,dm,6,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dm,6,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dm,6,32,2,2,16,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,8,4,4,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,16,2,4,744,8,0.002,0.0001,0.0005
0,dmdar,6,16,4,4,4,744,8,0.002,0.0001,0.0005
0,dmda,6,16,4,4,16,744,8,0.002,0.0001,0.0005
0,dmda,6,16,4,2,16,744,8,0.002,0.0001,0.0005
0,dmda,6,32,2,2,16,744,8,0.002,0.0001,0.0005
1,dmda,6,16,4,4,8,744,8,0.002,0.0001,0.0005
1,dmda,6,16,8,2,8,744,8,0.002,0.0001,0.0005
1,dmda,6,16,16,2,8,744,8,0.002,0.0001,0.0005
0,dm,6,16,4,4,8,744,8,0.002,0.0001,0.0005
0,dm,6,16,8,2,8,744,8,0.002,0.0001,0.0005
0,dm,6,16,16,2,8,744,8,0.002,0.0001,0.0005
1,lws,6,64,2,2,24,744,8,0.002,0.0001,0.0005
1,lws,6,32,2,2,24,744,8,0.002,0.0001,0.0005
1,lws,6,32,4,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,6,64,2,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,6,32,2,2,24,744,8,0.002,0.0001,0.0005
1,dmdar,6,32,4,2,24,744,8,0.002,0.0001,0.0005
