WithIO,BlockSeg,Schedulers,Blocks,Width,AbsorbSize,BorderSize,TotalTime,TimeStep,OutputTime
1,12,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,18,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,12,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,64,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,6,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,24,random,.1,552,8,4,0.0004,0.00001,0.00005
1,16,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,64,random,.1,552,8,4,0.0004,0.00001,0.00005
0,8,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,36,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,3,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,36,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,8,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,36,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,3,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,12,random,.1,552,8,4,0.0004,0.00001,0.00005
0,3,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,6,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,8,random,.1,552,8,4,0.0004,0.00001,0.00005
1,18,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,36,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,12,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,8,random,.1,552,8,4,0.0004,0.00001,0.00005
1,6,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,24,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,18,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,18,random,.1,552,8,4,0.0004,0.00001,0.00005
0,8,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,24,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,32,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,24,random,.1,552,8,4,0.0004,0.00001,0.00005
0,24,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,9,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,3,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,36,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,16,random,.1,552,8,4,0.0004,0.00001,0.00005
0,64,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,18,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,24,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,16,random,.1,552,8,4,0.0004,0.00001,0.00005
1,64,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,4,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,48,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,32,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,64,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,32,random,.1,552,8,4,0.0004,0.00001,0.00005
1,36,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,12,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,64,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,32,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,4,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,12,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,64,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,48,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,4,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,36,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,16,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,24,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,6,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,36,random,.1,552,8,4,0.0004,0.00001,0.00005
1,32,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,48,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,9,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,4,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,8,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,4,random,.1,552,8,4,0.0004,0.00001,0.00005
1,36,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,6,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,18,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,3,random,.1,552,8,4,0.0004,0.00001,0.00005
1,4,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,32,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,4,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,8,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,24,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,6,random,.1,552,8,4,0.0004,0.00001,0.00005
1,48,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,24,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,16,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,16,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,32,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,6,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,12,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,64,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,12,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,18,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,24,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,8,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,32,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,9,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,8,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,9,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,3,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,36,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,8,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,64,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,18,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,6,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,16,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,9,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,64,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,36,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,48,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,16,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,48,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,3,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,36,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,9,random,.1,552,8,4,0.0004,0.00001,0.00005
1,16,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,48,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,18,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,6,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,3,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,9,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,48,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,9,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,32,random,.1,552,8,4,0.0004,0.00001,0.00005
0,32,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,36,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,48,random,.1,552,8,4,0.0004,0.00001,0.00005
0,18,random,.1,552,8,4,0.0004,0.00001,0.00005
0,24,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,48,random,.1,552,8,4,0.0004,0.00001,0.00005
1,4,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,3,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,12,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,18,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,4,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,36,random,.1,552,8,4,0.0004,0.00001,0.00005
0,3,random,.1,552,8,4,0.0004,0.00001,0.00005
1,16,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,24,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,48,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,64,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,18,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,32,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,9,random,.1,552,8,4,0.0004,0.00001,0.00005
1,3,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,3,dmda,.1,552,8,4,0.0004,0.00001,0.00005
1,12,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,9,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,12,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,8,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,16,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,6,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,16,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,9,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,3,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
0,12,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,4,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,4,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,6,random,.1,552,8,4,0.0004,0.00001,0.00005
0,9,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,64,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,4,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,48,dmdar,.1,552,8,4,0.0004,0.00001,0.00005
1,48,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,8,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,9,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,24,eager,.1,552,8,4,0.0004,0.00001,0.00005
0,16,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,8,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,18,dm,.1,552,8,4,0.0004,0.00001,0.00005
0,6,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,32,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,64,random,.1,552,8,4,0.0004,0.00001,0.00005
1,8,dm,.1,552,8,4,0.0004,0.00001,0.00005
1,48,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,24,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,12,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,4,random,.1,552,8,4,0.0004,0.00001,0.00005
1,6,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,4,eager,.1,552,8,4,0.0004,0.00001,0.00005
1,12,random,.1,552,8,4,0.0004,0.00001,0.00005
1,32,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,9,lws,.1,552,8,4,0.0004,0.00001,0.00005
1,18,dmda,.1,552,8,4,0.0004,0.00001,0.00005
0,64,ws,.1,552,8,4,0.0004,0.00001,0.00005
0,32,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,16,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,3,lws,.1,552,8,4,0.0004,0.00001,0.00005
0,6,ws,.1,552,8,4,0.0004,0.00001,0.00005
1,4,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,4,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,16,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,32,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,9,random,.2,552,8,4,0.0004,0.00001,0.00005
0,48,random,.2,552,8,4,0.0004,0.00001,0.00005
0,18,random,.2,552,8,4,0.0004,0.00001,0.00005
0,3,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,12,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,64,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,3,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,3,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,9,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,48,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,18,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,48,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,48,random,.2,552,8,4,0.0004,0.00001,0.00005
1,3,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,4,random,.2,552,8,4,0.0004,0.00001,0.00005
0,18,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,64,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,48,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,36,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,64,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,6,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,12,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,36,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,9,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,24,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,36,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,3,random,.2,552,8,4,0.0004,0.00001,0.00005
1,32,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,18,eager,.2,552,8,4,0.0004,0.00001,0.00005
1,12,random,.2,552,8,4,0.0004,0.00001,0.00005
1,9,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,4,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,3,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,9,random,.2,552,8,4,0.0004,0.00001,0.00005
0,36,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,36,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,64,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,3,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,32,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,6,random,.2,552,8,4,0.0004,0.00001,0.00005
0,12,random,.2,552,8,4,0.0004,0.00001,0.00005
1,3,random,.2,552,8,4,0.0004,0.00001,0.00005
1,24,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,4,random,.2,552,8,4,0.0004,0.00001,0.00005
0,48,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,18,random,.2,552,8,4,0.0004,0.00001,0.00005
1,8,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,8,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,64,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,9,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,12,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,8,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,9,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,24,random,.2,552,8,4,0.0004,0.00001,0.00005
1,36,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,32,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,64,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,64,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,8,random,.2,552,8,4,0.0004,0.00001,0.00005
1,4,eager,.2,552,8,4,0.0004,0.00001,0.00005
1,12,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,16,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,8,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,12,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,48,eager,.2,552,8,4,0.0004,0.00001,0.00005
1,8,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,64,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,32,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,16,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,4,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,4,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,32,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,24,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,3,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,16,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,4,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,9,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,16,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,9,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,48,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,32,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,24,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,48,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,3,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,4,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,32,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,8,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,3,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,4,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,24,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,6,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,48,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,24,random,.2,552,8,4,0.0004,0.00001,0.00005
0,6,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,3,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,32,random,.2,552,8,4,0.0004,0.00001,0.00005
0,48,eager,.2,552,8,4,0.0004,0.00001,0.00005
1,18,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,4,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,6,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,64,random,.2,552,8,4,0.0004,0.00001,0.00005
1,8,random,.2,552,8,4,0.0004,0.00001,0.00005
0,18,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,32,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,24,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,18,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,16,random,.2,552,8,4,0.0004,0.00001,0.00005
0,36,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,6,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,18,dm,.2,552,8,4,0.0004,0.00001,0.00005
1,48,ws,.2,552,8,4,0.0004,0.00001,0.00005
0,12,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,16,eager,.2,552,8,4,0.0004,0.00001,0.00005
1,64,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,9,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,16,dmda,.2,552,8,4,0.0004,0.00001,0.00005
1,24,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,18,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,36,random,.2,552,8,4,0.0004,0.00001,0.00005
1,16,random,.2,552,8,4,0.0004,0.00001,0.00005
1,12,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,18,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,64,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,64,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,4,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,24,eager,.2,552,8,4,0.0004,0.00001,0.00005
1,9,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,9,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,6,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,32,random,.2,552,8,4,0.0004,0.00001,0.00005
1,8,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
0,64,random,.2,552,8,4,0.0004,0.00001,0.00005
0,18,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,24,dmdar,.2,552,8,4,0.0004,0.00001,0.00005
1,6,random,.2,552,8,4,0.0004,0.00001,0.00005
0,8,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,18,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,32,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,12,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,3,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,16,ws,.2,552,8,4,0.0004,0.00001,0.00005
1,6,lws,.2,552,8,4,0.0004,0.00001,0.00005
0,6,eager,.2,552,8,4,0.0004,0.00001,0.00005
0,8,lws,.2,552,8,4,0.0004,0.00001,0.00005
1,8,dm,.2,552,8,4,0.0004,0.00001,0.00005
0,6,dmda,.2,552,8,4,0.0004,0.00001,0.00005
0,36,eager,.2,552,8,4,0.0004,0.00001,0.00005
