WithIO,BlockSeg,Schedulers,Blocks,Width,AbsorbSize,TotalTime,TimeStep,OutputTime
1,96,ws,.3,360,8,0.001,0.0001,0.0001
0,64,ws,.3,360,8,0.001,0.0001,0.0001
1,24,dmdar,.3,360,8,0.001,0.0001,0.0001
1,48,lws,.3,360,8,0.001,0.0001,0.0001
0,24,dm,.3,360,8,0.001,0.0001,0.0001
0,32,dm,.3,360,8,0.001,0.0001,0.0001
0,12,ws,.3,360,8,0.001,0.0001,0.0001
0,4,lws,.3,360,8,0.001,0.0001,0.0001
0,48,random,.3,360,8,0.001,0.0001,0.0001
0,64,lws,.3,360,8,0.001,0.0001,0.0001
1,64,ws,.3,360,8,0.001,0.0001,0.0001
1,4,dm,.3,360,8,0.001,0.0001,0.0001
1,8,random,.3,360,8,0.001,0.0001,0.0001
1,6,random,.3,360,8,0.001,0.0001,0.0001
0,48,ws,.3,360,8,0.001,0.0001,0.0001
1,48,dmdar,.3,360,8,0.001,0.0001,0.0001
0,8,dmdar,.3,360,8,0.001,0.0001,0.0001
0,8,ws,.3,360,8,0.001,0.0001,0.0001
0,24,ws,.3,360,8,0.001,0.0001,0.0001
1,96,dmdar,.3,360,8,0.001,0.0001,0.0001
1,12,ws,.3,360,8,0.001,0.0001,0.0001
0,24,dmdar,.3,360,8,0.001,0.0001,0.0001
1,96,random,.3,360,8,0.001,0.0001,0.0001
0,16,ws,.3,360,8,0.001,0.0001,0.0001
1,4,lws,.3,360,8,0.001,0.0001,0.0001
1,96,lws,.3,360,8,0.001,0.0001,0.0001
0,16,dmdar,.3,360,8,0.001,0.0001,0.0001
0,4,random,.3,360,8,0.001,0.0001,0.0001
0,16,dm,.3,360,8,0.001,0.0001,0.0001
1,32,random,.3,360,8,0.001,0.0001,0.0001
1,6,dmdar,.3,360,8,0.001,0.0001,0.0001
1,24,random,.3,360,8,0.001,0.0001,0.0001
1,8,dm,.3,360,8,0.001,0.0001,0.0001
1,48,random,.3,360,8,0.001,0.0001,0.0001
1,6,lws,.3,360,8,0.001,0.0001,0.0001
1,16,random,.3,360,8,0.001,0.0001,0.0001
1,32,ws,.3,360,8,0.001,0.0001,0.0001
1,8,ws,.3,360,8,0.001,0.0001,0.0001
0,16,lws,.3,360,8,0.001,0.0001,0.0001
0,32,ws,.3,360,8,0.001,0.0001,0.0001
1,48,dm,.3,360,8,0.001,0.0001,0.0001
1,4,ws,.3,360,8,0.001,0.0001,0.0001
0,12,dmdar,.3,360,8,0.001,0.0001,0.0001
1,6,ws,.3,360,8,0.001,0.0001,0.0001
1,16,dm,.3,360,8,0.001,0.0001,0.0001
0,48,lws,.3,360,8,0.001,0.0001,0.0001
0,4,dmdar,.3,360,8,0.001,0.0001,0.0001
1,6,dm,.3,360,8,0.001,0.0001,0.0001
0,64,random,.3,360,8,0.001,0.0001,0.0001
1,64,random,.3,360,8,0.001,0.0001,0.0001
0,64,dmdar,.3,360,8,0.001,0.0001,0.0001
1,24,ws,.3,360,8,0.001,0.0001,0.0001
1,12,random,.3,360,8,0.001,0.0001,0.0001
0,12,random,.3,360,8,0.001,0.0001,0.0001
0,6,dmdar,.3,360,8,0.001,0.0001,0.0001
0,16,random,.3,360,8,0.001,0.0001,0.0001
0,12,dm,.3,360,8,0.001,0.0001,0.0001
1,32,dmdar,.3,360,8,0.001,0.0001,0.0001
0,8,random,.3,360,8,0.001,0.0001,0.0001
1,32,dm,.3,360,8,0.001,0.0001,0.0001
0,24,random,.3,360,8,0.001,0.0001,0.0001
0,96,dm,.3,360,8,0.001,0.0001,0.0001
0,96,ws,.3,360,8,0.001,0.0001,0.0001
0,6,random,.3,360,8,0.001,0.0001,0.0001
0,6,lws,.3,360,8,0.001,0.0001,0.0001
0,64,dm,.3,360,8,0.001,0.0001,0.0001
0,96,dmdar,.3,360,8,0.001,0.0001,0.0001
0,12,lws,.3,360,8,0.001,0.0001,0.0001
0,96,lws,.3,360,8,0.001,0.0001,0.0001
0,8,dm,.3,360,8,0.001,0.0001,0.0001
0,4,ws,.3,360,8,0.001,0.0001,0.0001
0,48,dmdar,.3,360,8,0.001,0.0001,0.0001
0,6,dm,.3,360,8,0.001,0.0001,0.0001
1,12,dm,.3,360,8,0.001,0.0001,0.0001
1,64,dmdar,.3,360,8,0.001,0.0001,0.0001
1,32,lws,.3,360,8,0.001,0.0001,0.0001
0,32,random,.3,360,8,0.001,0.0001,0.0001
1,12,lws,.3,360,8,0.001,0.0001,0.0001
1,24,lws,.3,360,8,0.001,0.0001,0.0001
0,48,dm,.3,360,8,0.001,0.0001,0.0001
1,16,dmdar,.3,360,8,0.001,0.0001,0.0001
0,24,lws,.3,360,8,0.001,0.0001,0.0001
1,64,lws,.3,360,8,0.001,0.0001,0.0001
1,4,dmdar,.3,360,8,0.001,0.0001,0.0001
0,6,ws,.3,360,8,0.001,0.0001,0.0001
1,8,lws,.3,360,8,0.001,0.0001,0.0001
0,8,lws,.3,360,8,0.001,0.0001,0.0001
0,4,dm,.3,360,8,0.001,0.0001,0.0001
0,96,random,.3,360,8,0.001,0.0001,0.0001
1,24,lws,.4,360,8,0.001,0.0001,0.0001
1,96,dm,.4,360,8,0.001,0.0001,0.0001
1,32,ws,.4,360,8,0.001,0.0001,0.0001
0,32,dmdar,.4,360,8,0.001,0.0001,0.0001
0,48,ws,.4,360,8,0.001,0.0001,0.0001
1,32,dm,.4,360,8,0.001,0.0001,0.0001
1,16,dm,.4,360,8,0.001,0.0001,0.0001
1,96,lws,.4,360,8,0.001,0.0001,0.0001
0,96,ws,.4,360,8,0.001,0.0001,0.0001
0,16,lws,.4,360,8,0.001,0.0001,0.0001
0,12,dmdar,.4,360,8,0.001,0.0001,0.0001
1,4,dm,.4,360,8,0.001,0.0001,0.0001
0,32,ws,.4,360,8,0.001,0.0001,0.0001
1,48,dmdar,.4,360,8,0.001,0.0001,0.0001
0,24,random,.4,360,8,0.001,0.0001,0.0001
0,32,random,.4,360,8,0.001,0.0001,0.0001
1,16,lws,.4,360,8,0.001,0.0001,0.0001
0,64,dmdar,.4,360,8,0.001,0.0001,0.0001
1,96,ws,.4,360,8,0.001,0.0001,0.0001
1,64,dmdar,.4,360,8,0.001,0.0001,0.0001
1,12,dm,.4,360,8,0.001,0.0001,0.0001
1,48,lws,.4,360,8,0.001,0.0001,0.0001
0,8,ws,.4,360,8,0.001,0.0001,0.0001
1,64,ws,.4,360,8,0.001,0.0001,0.0001
0,32,dm,.4,360,8,0.001,0.0001,0.0001
0,8,lws,.4,360,8,0.001,0.0001,0.0001
1,48,dm,.4,360,8,0.001,0.0001,0.0001
0,64,ws,.4,360,8,0.001,0.0001,0.0001
0,6,random,.4,360,8,0.001,0.0001,0.0001
0,24,lws,.4,360,8,0.001,0.0001,0.0001
0,96,random,.4,360,8,0.001,0.0001,0.0001
1,12,dmdar,.4,360,8,0.001,0.0001,0.0001
1,96,dmdar,.4,360,8,0.001,0.0001,0.0001
1,6,random,.4,360,8,0.001,0.0001,0.0001
0,6,dmdar,.4,360,8,0.001,0.0001,0.0001
0,8,dm,.4,360,8,0.001,0.0001,0.0001
1,6,dm,.4,360,8,0.001,0.0001,0.0001
1,4,dmdar,.4,360,8,0.001,0.0001,0.0001
0,32,lws,.4,360,8,0.001,0.0001,0.0001
0,8,random,.4,360,8,0.001,0.0001,0.0001
1,4,lws,.4,360,8,0.001,0.0001,0.0001
1,6,lws,.4,360,8,0.001,0.0001,0.0001
1,16,dmdar,.4,360,8,0.001,0.0001,0.0001
0,64,lws,.4,360,8,0.001,0.0001,0.0001
0,6,ws,.4,360,8,0.001,0.0001,0.0001
0,16,ws,.4,360,8,0.001,0.0001,0.0001
0,16,dmdar,.4,360,8,0.001,0.0001,0.0001
1,64,lws,.4,360,8,0.001,0.0001,0.0001
1,48,ws,.4,360,8,0.001,0.0001,0.0001
0,16,random,.4,360,8,0.001,0.0001,0.0001
1,32,lws,.4,360,8,0.001,0.0001,0.0001
1,6,dmdar,.4,360,8,0.001,0.0001,0.0001
1,96,random,.4,360,8,0.001,0.0001,0.0001
1,4,ws,.4,360,8,0.001,0.0001,0.0001
0,4,lws,.4,360,8,0.001,0.0001,0.0001
0,12,lws,.4,360,8,0.001,0.0001,0.0001
1,32,dmdar,.4,360,8,0.001,0.0001,0.0001
1,64,random,.4,360,8,0.001,0.0001,0.0001
1,24,dmdar,.4,360,8,0.001,0.0001,0.0001
0,48,lws,.4,360,8,0.001,0.0001,0.0001
0,12,ws,.4,360,8,0.001,0.0001,0.0001
0,96,dmdar,.4,360,8,0.001,0.0001,0.0001
1,24,ws,.4,360,8,0.001,0.0001,0.0001
0,24,ws,.4,360,8,0.001,0.0001,0.0001
0,64,random,.4,360,8,0.001,0.0001,0.0001
1,64,dm,.4,360,8,0.001,0.0001,0.0001
0,24,dm,.4,360,8,0.001,0.0001,0.0001
0,4,ws,.4,360,8,0.001,0.0001,0.0001
0,16,dm,.4,360,8,0.001,0.0001,0.0001
0,48,random,.4,360,8,0.001,0.0001,0.0001
0,96,lws,.4,360,8,0.001,0.0001,0.0001
1,12,ws,.4,360,8,0.001,0.0001,0.0001
0,4,dm,.4,360,8,0.001,0.0001,0.0001
1,6,ws,.4,360,8,0.001,0.0001,0.0001
1,32,random,.4,360,8,0.001,0.0001,0.0001
0,12,random,.4,360,8,0.001,0.0001,0.0001
0,8,dmdar,.4,360,8,0.001,0.0001,0.0001
0,48,dmdar,.4,360,8,0.001,0.0001,0.0001
0,6,lws,.4,360,8,0.001,0.0001,0.0001
1,8,random,.4,360,8,0.001,0.0001,0.0001
1,4,random,.4,360,8,0.001,0.0001,0.0001
0,4,random,.4,360,8,0.001,0.0001,0.0001
1,8,dm,.4,360,8,0.001,0.0001,0.0001
0,6,dm,.4,360,8,0.001,0.0001,0.0001
1,8,ws,.4,360,8,0.001,0.0001,0.0001
1,8,lws,.4,360,8,0.001,0.0001,0.0001
0,48,dm,.4,360,8,0.001,0.0001,0.0001
1,16,random,.4,360,8,0.001,0.0001,0.0001
1,12,random,.4,360,8,0.001,0.0001,0.0001
1,12,lws,.4,360,8,0.001,0.0001,0.0001
0,4,dmdar,.4,360,8,0.001,0.0001,0.0001
1,48,random,.4,360,8,0.001,0.0001,0.0001
1,24,random,.4,360,8,0.001,0.0001,0.0001
1,16,ws,.4,360,8,0.001,0.0001,0.0001
0,12,dm,.4,360,8,0.001,0.0001,0.0001
1,8,dmdar,.4,360,8,0.001,0.0001,0.0001
0,64,dm,.4,360,8,0.001,0.0001,0.0001
0,24,dmdar,.4,360,8,0.001,0.0001,0.0001
0,96,dm,.4,360,8,0.001,0.0001,0.0001
1,24,dm,.4,360,8,0.001,0.0001,0.0001
1,96,random,.5,360,8,0.001,0.0001,0.0001
0,48,lws,.5,360,8,0.001,0.0001,0.0001
1,48,lws,.5,360,8,0.001,0.0001,0.0001
0,96,dm,.5,360,8,0.001,0.0001,0.0001
0,16,ws,.5,360,8,0.001,0.0001,0.0001
1,4,random,.5,360,8,0.001,0.0001,0.0001
0,4,random,.5,360,8,0.001,0.0001,0.0001
1,96,lws,.5,360,8,0.001,0.0001,0.0001
0,16,dm,.5,360,8,0.001,0.0001,0.0001
1,64,lws,.5,360,8,0.001,0.0001,0.0001
0,16,dmdar,.5,360,8,0.001,0.0001,0.0001
1,96,ws,.5,360,8,0.001,0.0001,0.0001
0,32,random,.5,360,8,0.001,0.0001,0.0001
0,8,ws,.5,360,8,0.001,0.0001,0.0001
1,6,random,.5,360,8,0.001,0.0001,0.0001
1,4,lws,.5,360,8,0.001,0.0001,0.0001
0,8,random,.5,360,8,0.001,0.0001,0.0001
1,24,lws,.5,360,8,0.001,0.0001,0.0001
0,8,dm,.5,360,8,0.001,0.0001,0.0001
1,64,ws,.5,360,8,0.001,0.0001,0.0001
1,12,dmdar,.5,360,8,0.001,0.0001,0.0001
1,12,random,.5,360,8,0.001,0.0001,0.0001
0,16,lws,.5,360,8,0.001,0.0001,0.0001
1,12,lws,.5,360,8,0.001,0.0001,0.0001
0,12,lws,.5,360,8,0.001,0.0001,0.0001
1,64,dm,.5,360,8,0.001,0.0001,0.0001
0,24,lws,.5,360,8,0.001,0.0001,0.0001
1,8,lws,.5,360,8,0.001,0.0001,0.0001
0,24,random,.5,360,8,0.001,0.0001,0.0001
0,64,dmdar,.5,360,8,0.001,0.0001,0.0001
0,4,dm,.5,360,8,0.001,0.0001,0.0001
1,6,dm,.5,360,8,0.001,0.0001,0.0001
1,8,dm,.5,360,8,0.001,0.0001,0.0001
1,24,random,.5,360,8,0.001,0.0001,0.0001
0,24,ws,.5,360,8,0.001,0.0001,0.0001
1,16,ws,.5,360,8,0.001,0.0001,0.0001
1,8,ws,.5,360,8,0.001,0.0001,0.0001
0,8,lws,.5,360,8,0.001,0.0001,0.0001
0,64,dm,.5,360,8,0.001,0.0001,0.0001
0,12,random,.5,360,8,0.001,0.0001,0.0001
1,4,dm,.5,360,8,0.001,0.0001,0.0001
1,6,lws,.5,360,8,0.001,0.0001,0.0001
0,48,dm,.5,360,8,0.001,0.0001,0.0001
0,6,lws,.5,360,8,0.001,0.0001,0.0001
0,16,random,.5,360,8,0.001,0.0001,0.0001
0,24,dm,.5,360,8,0.001,0.0001,0.0001
1,4,ws,.5,360,8,0.001,0.0001,0.0001
0,6,dm,.5,360,8,0.001,0.0001,0.0001
1,8,random,.5,360,8,0.001,0.0001,0.0001
1,32,dm,.5,360,8,0.001,0.0001,0.0001
0,32,dmdar,.5,360,8,0.001,0.0001,0.0001
0,12,ws,.5,360,8,0.001,0.0001,0.0001
0,96,lws,.5,360,8,0.001,0.0001,0.0001
1,4,dmdar,.5,360,8,0.001,0.0001,0.0001
1,16,random,.5,360,8,0.001,0.0001,0.0001
1,48,dm,.5,360,8,0.001,0.0001,0.0001
1,32,dmdar,.5,360,8,0.001,0.0001,0.0001
0,6,dmdar,.5,360,8,0.001,0.0001,0.0001
0,64,random,.5,360,8,0.001,0.0001,0.0001
1,96,dm,.5,360,8,0.001,0.0001,0.0001
1,24,dmdar,.5,360,8,0.001,0.0001,0.0001
0,48,dmdar,.5,360,8,0.001,0.0001,0.0001
1,24,ws,.5,360,8,0.001,0.0001,0.0001
1,48,ws,.5,360,8,0.001,0.0001,0.0001
1,6,dmdar,.5,360,8,0.001,0.0001,0.0001
0,6,ws,.5,360,8,0.001,0.0001,0.0001
1,96,dmdar,.5,360,8,0.001,0.0001,0.0001
1,12,ws,.5,360,8,0.001,0.0001,0.0001
0,32,ws,.5,360,8,0.001,0.0001,0.0001
0,12,dm,.5,360,8,0.001,0.0001,0.0001
0,6,random,.5,360,8,0.001,0.0001,0.0001
1,8,dmdar,.5,360,8,0.001,0.0001,0.0001
0,48,random,.5,360,8,0.001,0.0001,0.0001
1,32,random,.5,360,8,0.001,0.0001,0.0001
1,16,dmdar,.5,360,8,0.001,0.0001,0.0001
0,4,lws,.5,360,8,0.001,0.0001,0.0001
0,32,lws,.5,360,8,0.001,0.0001,0.0001
0,24,dmdar,.5,360,8,0.001,0.0001,0.0001
0,4,dmdar,.5,360,8,0.001,0.0001,0.0001
0,96,ws,.5,360,8,0.001,0.0001,0.0001
0,64,lws,.5,360,8,0.001,0.0001,0.0001
0,96,random,.5,360,8,0.001,0.0001,0.0001
1,48,random,.5,360,8,0.001,0.0001,0.0001
1,48,dmdar,.5,360,8,0.001,0.0001,0.0001
1,64,random,.5,360,8,0.001,0.0001,0.0001
0,32,dm,.5,360,8,0.001,0.0001,0.0001
0,64,ws,.5,360,8,0.001,0.0001,0.0001
0,48,ws,.5,360,8,0.001,0.0001,0.0001
1,16,dm,.5,360,8,0.001,0.0001,0.0001
1,32,lws,.5,360,8,0.001,0.0001,0.0001
0,12,dmdar,.5,360,8,0.001,0.0001,0.0001
0,96,dmdar,.5,360,8,0.001,0.0001,0.0001
